0,1,3,0,20525.1,4.80219e+08,0
0,1,4,0,16817.8,3.18964e+08,0
2,1,9,0,15367.8,2.82822e+08,0
0,1,10,0,17713.8,3.6579e+08,0
2,1,17,0,13739.2,2.10181e+08,0
1,1,15,0,16965.9,3.29348e+08,0
1,1,12,0,15329.6,2.54942e+08,0
1,1,17,0,19999.8,4.43051e+08,0
0,1,3,0,20679.7,5.36658e+08,0
1,1,25,0,17885.4,3.61665e+08,0
0,1,10,0,17999.1,3.51436e+08,0
3,1,30,0,17070.2,3.15779e+08,0
3,1,25,0,16267.1,2.91844e+08,0
0,1,7,0,19390,4.19373e+08,0
0,1,8,0,18543.6,4.12653e+08,0
1,1,12,0,21104.4,4.76425e+08,0
2,1,37,0,17548.1,3.47695e+08,0
0,1,8,0,16208.8,2.73078e+08,0
3,1,32,0,18249.9,3.6926e+08,0
1,1,16,0,16975.7,3.05167e+08,0
0,1,2,0,21910.1,5.31e+08,0
1,1,8,0,17185.5,3.29806e+08,0
1,1,20,0,16086.8,2.81441e+08,0
3,0,39,1,17175,3.31845e+08,0
2,1,20,0,19023.8,4.04389e+08,0
0,1,15,0,19024.7,4.04507e+08,0
2,1,11,0,20330.5,4.69988e+08,0
3,0,39,1,17083.9,3.30983e+08,0
0,1,4,0,18735.2,3.97507e+08,0
0,1,3,0,20315.4,4.6555e+08,0
3,1,36,0,17500.6,3.32845e+08,0
2,1,14,0,19696.6,4.16131e+08,0
2,1,33,0,16306.3,2.84169e+08,0
2,1,14,0,15946.5,2.71728e+08,0
4,1,35,0,17582.1,3.43467e+08,0
0,1,7,0,20301.9,4.52896e+08,0
3,0,39,1,17447.7,3.2849e+08,0
1,1,12,0,16891.5,3.1931e+08,0
0,1,5,0,16326.6,2.71927e+08,0
1,1,20,0,16267.3,2.94183e+08,0
0,1,9,0,17283.6,3.41392e+08,0
0,1,15,0,17384.9,3.31286e+08,0
0,1,17,0,15737.5,2.58248e+08,0
3,1,22,0,16487.5,2.98257e+08,0
0,1,6,0,16208.1,2.7813e+08,0
2,1,19,0,19090.2,4.08659e+08,0
0,1,10,0,16865.5,2.97577e+08,0
2,1,13,0,20753.7,4.85371e+08,0
0,1,13,0,18799.2,3.92763e+08,0
0,1,6,0,17814.2,3.30391e+08,0
0,1,7,0,16706.6,3.37689e+08,0
0,1,5,0,17456.3,3.28574e+08,0
1,1,19,0,15990.8,2.75805e+08,0
1,1,9,0,17390.4,3.34488e+08,0
0,1,16,0,19342,3.97503e+08,0
1,1,32,0,18072.3,3.58437e+08,0
4,1,38,0,18061.3,3.68754e+08,0
0,1,5,0,17012.7,3.20442e+08,0
0,1,4,0,19415.3,4.57359e+08,0
1,0,39,0,16145,2.77023e+08,0
2,1,15,0,18489.8,3.67548e+08,0
1,1,15,0,18254.2,3.48804e+08,0
2,1,14,0,15960,2.67315e+08,0
0,1,4,0,15469.8,2.41673e+08,0
2,1,17,0,15778.6,2.6133e+08,0
2,1,39,0,20235.7,4.55574e+08,0
0,1,7,0,12716.1,1.75815e+08,0
1,1,16,0,15931.6,2.89017e+08,0
0,1,4,0,15488.1,2.88205e+08,0
0,1,6,0,15891.8,2.69592e+08,0
0,1,3,0,17905.5,3.75449e+08,0
0,1,18,0,16430.9,2.93943e+08,0
0,1,7,0,16772,3.02272e+08,0
0,1,10,0,15836.9,2.80219e+08,0
1,1,9,0,20070.6,4.58855e+08,0
3,1,21,0,17691.1,3.30916e+08,0
2,1,17,0,20296.6,4.61059e+08,0
1,1,8,0,19007,3.87159e+08,0
0,1,6,0,14032.1,2.10406e+08,0
3,1,28,0,17126.2,3.16905e+08,0
1,1,23,0,17127.8,3.3009e+08,0
1,1,12,0,18782.1,3.94385e+08,0
1,1,12,0,13993.8,2.1844e+08,0
2,1,21,0,17631,3.48221e+08,0
0,1,7,0,23978.8,6.48341e+08,0
3,1,21,0,19090.3,3.8901e+08,0
1,1,9,0,20687.5,4.89051e+08,0
2,1,22,0,16783.9,3.0932e+08,0
0,1,16,0,18119.8,3.58225e+08,0
1,0,39,0,16926.5,3.13175e+08,0
0,1,3,0,20214.1,4.31636e+08,0
0,1,6,0,20157.6,4.4714e+08,0
1,1,10,0,19510.6,4.01882e+08,0
0,1,12,0,17736.6,3.32483e+08,0
0,1,11,0,15930.5,2.78768e+08,0
3,0,39,1,17852.1,3.54897e+08,0
2,1,20,0,15519,2.52763e+08,0
3,1,30,0,13270.9,2.15735e+08,0
1,1,22,0,11415.9,1.51235e+08,0
3,1,31,0,14307.6,2.48691e+08,0
